expressionID,operandID,arg1,arg2,expressionValue,description,expressionName,expressionTypeID,expressionGroupID,expressionAttributeID
13225,17,13221,13223,None,"auto-spliced exp 13221, 13223",((CurrentShip->armorEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->armorKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13226,17,13222,13224,None,"auto-spliced exp 13222, 13224",((CurrentShip->armorEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->armorExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->armorKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->armorThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13227,6,4690,12963,None,"Autogenerated AIM, Ship.271.AIM(1433,PostPercent)",((CurrentShip->shieldEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13228,58,4690,12963,None,"Autogenerated RIM, Ship.271.RIM(1433,PostPercent)",((CurrentShip->shieldEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13229,6,4693,12963,None,"Autogenerated AIM, Ship.272.AIM(1433,PostPercent)",((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13230,58,4693,12963,None,"Autogenerated RIM, Ship.272.RIM(1433,PostPercent)",((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13231,6,4696,12963,None,"Autogenerated AIM, Ship.273.AIM(1433,PostPercent)",((CurrentShip->shieldKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13232,58,4696,12963,None,"Autogenerated RIM, Ship.273.RIM(1433,PostPercent)",((CurrentShip->shieldKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13233,6,3187,12963,None,"Autogenerated AIM, Ship.274.AIM(1433,PostPercent)",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13234,58,3187,12963,None,"Autogenerated RIM, Ship.274.RIM(1433,PostPercent)",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13235,6,3187,12970,None,"Autogenerated AIM, Ship.274.AIM(1443,PostPercent)",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13236,58,3187,12970,None,"Autogenerated RIM, Ship.274.RIM(1443,PostPercent)",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13237,6,4696,12970,None,"Autogenerated AIM, Ship.273.AIM(1443,PostPercent)",((CurrentShip->shieldKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13238,58,4696,12970,None,"Autogenerated RIM, Ship.273.RIM(1443,PostPercent)",((CurrentShip->shieldKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13239,6,4693,12970,None,"Autogenerated AIM, Ship.272.AIM(1443,PostPercent)",((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13240,58,4693,12970,None,"Autogenerated RIM, Ship.272.RIM(1443,PostPercent)",((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13241,6,4690,12970,None,"Autogenerated AIM, Ship.271.AIM(1443,PostPercent)",((CurrentShip->shieldEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13242,58,4690,12970,None,"Autogenerated RIM, Ship.271.RIM(1443,PostPercent)",((CurrentShip->shieldEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13243,6,4690,12975,None,"Autogenerated AIM, Ship.271.AIM(1438,PostPercent)",((CurrentShip->shieldEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13244,58,4690,12975,None,"Autogenerated RIM, Ship.271.RIM(1438,PostPercent)",((CurrentShip->shieldEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13245,6,4693,12975,None,"Autogenerated AIM, Ship.272.AIM(1438,PostPercent)",((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13246,58,4693,12975,None,"Autogenerated RIM, Ship.272.RIM(1438,PostPercent)",((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13247,6,4696,12975,None,"Autogenerated AIM, Ship.273.AIM(1438,PostPercent)",((CurrentShip->shieldKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13248,58,4696,12975,None,"Autogenerated RIM, Ship.273.RIM(1438,PostPercent)",((CurrentShip->shieldKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13249,6,3187,12975,None,"Autogenerated AIM, Ship.274.AIM(1438,PostPercent)",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13250,58,3187,12975,None,"Autogenerated RIM, Ship.274.RIM(1438,PostPercent)",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13251,6,3187,12980,None,"Autogenerated AIM, Ship.274.AIM(1448,PostPercent)",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13252,58,3187,12980,None,"Autogenerated RIM, Ship.274.RIM(1448,PostPercent)",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13253,6,4696,12980,None,"Autogenerated AIM, Ship.273.AIM(1448,PostPercent)",((CurrentShip->shieldKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13254,58,4696,12980,None,"Autogenerated RIM, Ship.273.RIM(1448,PostPercent)",((CurrentShip->shieldKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13255,6,4693,12980,None,"Autogenerated AIM, Ship.272.AIM(1448,PostPercent)",((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13256,58,4693,12980,None,"Autogenerated RIM, Ship.272.RIM(1448,PostPercent)",((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13257,6,4690,12980,None,"Autogenerated AIM, Ship.271.AIM(1448,PostPercent)",((CurrentShip->shieldEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13258,58,4690,12980,None,"Autogenerated RIM, Ship.271.RIM(1448,PostPercent)",((CurrentShip->shieldEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13259,17,13251,13253,None,"auto-spliced exp 13251, 13253",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13260,17,13252,13254,None,"auto-spliced exp 13252, 13254",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13261,17,13257,13255,None,"auto-spliced exp 13257, 13255",((CurrentShip->shieldEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13262,17,13258,13256,None,"auto-spliced exp 13258, 13256",((CurrentShip->shieldEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13263,17,13261,13259,None,"auto-spliced exp 13261, 13259",((CurrentShip->shieldEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->shieldThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13264,17,13262,13260,None,"auto-spliced exp 13262, 13260",((CurrentShip->shieldEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->shieldThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusMinmatarDefensive),None,None,None
13265,17,13249,13247,None,"auto-spliced exp 13249, 13247",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13266,17,13250,13248,None,"auto-spliced exp 13250, 13248",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13267,17,13245,13243,None,"auto-spliced exp 13245, 13243",((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->shieldEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13268,17,13246,13244,None,"auto-spliced exp 13246, 13244",((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->shieldEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13269,17,13267,13265,None,"auto-spliced exp 13267, 13265",((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->shieldEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->shieldThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13270,17,13268,13266,None,"auto-spliced exp 13268, 13266",((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->shieldEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->shieldThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusGallenteDefensive ),None,None,None
13271,17,13235,13237,None,"auto-spliced exp 13235, 13237",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13272,17,13236,13238,None,"auto-spliced exp 13236, 13238",((CurrentShip->shieldThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13273,17,13241,13239,None,"auto-spliced exp 13241, 13239",((CurrentShip->shieldEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13274,17,13242,13240,None,"auto-spliced exp 13242, 13240",((CurrentShip->shieldEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13275,17,13273,13271,None,"auto-spliced exp 13273, 13271",((CurrentShip->shieldEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->shieldThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13276,17,13274,13272,None,"auto-spliced exp 13274, 13272",((CurrentShip->shieldEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->shieldThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusCaldariDefensive ),None,None,None
13277,17,13227,13229,None,"auto-spliced exp 13227, 13229",((CurrentShip->shieldEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13278,17,13228,13230,None,"auto-spliced exp 13228, 13230",((CurrentShip->shieldEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13279,17,13231,13233,None,"auto-spliced exp 13231, 13233",((CurrentShip->shieldKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->shieldThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13280,17,13232,13234,None,"auto-spliced exp 13232, 13234",((CurrentShip->shieldKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->shieldThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13281,17,13277,13279,None,"auto-spliced exp 13277, 13279",((CurrentShip->shieldEmDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->shieldThermalDamageResonance).(PostPercent)).AddItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13282,17,13278,13280,None,"auto-spliced exp 13278, 13280",((CurrentShip->shieldEmDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->shieldExplosiveDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->shieldKineticDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ));     (((CurrentShip->shieldThermalDamageResonance).(PostPercent)).RemoveItemModifier (subsystemBonusAmarrDefensive ),None,None,None
13283,9,4155,12963,None,"Autogenerated ALRSM, (84 of modules on Ship requiring Repair Systems).ALRSM(PostPercent,1433)",((CurrentShip[Type(Repair Systems)]->armorDamageAmount).(PostPercent)).ALRSM(subsystemBonusAmarrDefensive ),None,None,None
13284,61,4155,12963,None,"Autogenerated RLRSM, (84 of modules on Ship requiring Repair Systems).RLRSM(PostPercent,1433)",((CurrentShip[Type(Repair Systems)]->armorDamageAmount).(PostPercent)).RLRSM(subsystemBonusAmarrDefensive ),None,None,None
13285,9,4155,12970,None,"Autogenerated ALRSM, (84 of modules on Ship requiring Repair Systems).ALRSM(PostPercent,1443)",((CurrentShip[Type(Repair Systems)]->armorDamageAmount).(PostPercent)).ALRSM(subsystemBonusCaldariDefensive ),None,None,None
13286,61,4155,12970,None,"Autogenerated RLRSM, (84 of modules on Ship requiring Repair Systems).RLRSM(PostPercent,1443)",((CurrentShip[Type(Repair Systems)]->armorDamageAmount).(PostPercent)).RLRSM(subsystemBonusCaldariDefensive ),None,None,None
13287,9,4155,12975,None,"Autogenerated ALRSM, (84 of modules on Ship requiring Repair Systems).ALRSM(PostPercent,1438)",((CurrentShip[Type(Repair Systems)]->armorDamageAmount).(PostPercent)).ALRSM(subsystemBonusGallenteDefensive ),None,None,None
13288,61,4155,12975,None,"Autogenerated RLRSM, (84 of modules on Ship requiring Repair Systems).RLRSM(PostPercent,1438)",((CurrentShip[Type(Repair Systems)]->armorDamageAmount).(PostPercent)).RLRSM(subsystemBonusGallenteDefensive ),None,None,None
